 Length , Weight (g) 
 11.30 , 97.00 
 11.30 , 110.00 
 11.30 , 100.00 
 11.30 , 84.00 
 11.30 , 92.00 
 11.30 , 85.00 
 11.30 , 84.00 
 11.30 , 87.00 
 11.30 , 89.00 
 11.30 , 83.00 
 11.30 , 94.00 
 11.30 , 84.00 
 11.30 , 80.00 
 11.30 , 91.00 
 11.30 , 95.00 
 11.30 , 94.00 
 11.30 , 88.00 
 11.30 , 96.00 
 11.30 , 90.00 
 11.30 , 90.00 
 11.30 , 111.00 
 11.30 , 108.00 
 11.30 , 109.00 
 11.30 , 110.00 
 11.30 , 105.00 
 11.30 , 100.00 
 11.30 , 105.00 
 11.30 , 80.00 
 11.30 , 70.00 
 11.30 , 84.00 
 11.30 , 107.00 
 11.30 , 96.00 
 11.30 , 75.00 
 11.30 , 84.00 
 11.30 , 82.00 
 11.30 , 100.00 
 11.30 , 120.00 
 11.30 , 100.00 
 11.30 , 90.00 
 11.30 , 85.00 
 11.30 , 95.00 
 11.30 , 107.00 
 11.30 , 90.00 
 11.30 , 90.00 
 11.30 , 90.00 
 11.30 , 104.00 
 11.30 , 89.00 
 11.30 , 92.00 
 11.30 , 90.00 
 11.30 , 77.00 
 11.30 , 99.00 
 11.30 , 84.00 
 11.30 , 86.00 
 11.30 , 90.00 
 11.30 , 95.00 
 11.30 , 90.00 
 11.30 , 80.00 
 11.30 , 85.00 
 11.30 , 85.00 
 11.30 , 92.00 
 11.30 , 104.00 
 11.30 , 92.00 
 11.30 , 92.00 
 11.30 , 96.00 
 11.30 , 97.00 
 11.30 , 77.00 
 11.30 , 83.00 
 11.30 , 91.00 
 11.30 , 97.00 
 11.30 , 100.00 
 11.30 , 94.00 
 11.30 , 100.00 
 11.30 , 108.00 
 11.30 , 100.00 
 11.30 , 95.00 
 11.30 , 105.00 
 11.30 , 100.00 
 11.30 , 83.00 
 11.30 , 100.00 
 11.30 , 97.00 
 11.30 , 94.00 
 11.30 , 60.00 
 11.30 , 80.00 
 11.30 , 100.00 
 11.30 , 110.00 
 11.30 , 110.00 
 11.30 , 83.00 
 11.30 , 87.00 
 11.30 , 90.00 
 11.30 , 90.00 
 11.30 , 110.00 
 11.30 , 100.00 
 11.30 , 100.00 
 11.30 , 100.00 
 11.30 , 110.00 
 11.30 , 100.00 
 11.30 , 80.00 
 11.30 , 60.00 
 11.30 , 80.00 
 11.30 , 70.00 
 11.30 , 80.00 
 11.30 , 70.00 
 11.30 , 80.00 
 11.30 , 70.00 
 11.30 , 78.00 
 11.30 , 100.00 
 11.30 , 113.00 
 11.30 , 83.00 
 11.30 , 83.00 
 11.30 , 92.00 
 11.30 , 79.00 
 11.30 , 93.00 
 11.30 , 119.00 
 11.30 , 111.00 
 11.30 , 87.00 
 11.30 , 84.00 
 11.30 , 84.00 
 11.30 , 78.00 
 11.30 , 80.00 
 11.30 , 90.00 
 11.30 , 92.00 
 11.30 , 80.00 
 11.30 , 90.00 
 11.30 , 80.00 
 11.30 , 90.00 
 11.30 , 100.00 
 11.30 , 115.00 
 11.30 , 101.00 
 11.30 , 112.00 
 11.30 , 108.00 
 11.30 , 108.00 
 11.30 , 73.00 
 11.30 , 87.00 
 11.30 , 81.00 
 11.30 , 97.00 
 11.30 , 85.00 
 11.30 , 82.00 
 11.30 , 76.00 
 11.30 , 77.00 
 11.30 , 87.00 
 11.30 , 79.00 
 11.30 , 79.00 
 11.30 , 85.00 
 11.30 , 78.00 
 11.30 , 96.00 
 11.30 , 86.00 
 11.30 , 85.00 
 11.30 , 80.00 
 11.30 , 80.00 
 11.30 , 120.00 
 11.30 , 10.00 
 11.30 , 70.00 
 11.30 , 70.00 
 11.30 , 90.00 
 11.30 , 83.00 
 11.30 , 87.00 
 11.30 , 71.00 
 11.30 , 81.00 
 11.30 , 84.00 
 11.30 , 93.00 
 11.30 , 86.00 
 11.30 , 89.00 
 11.30 , 112.00 
 11.30 , 112.00 
 11.30 , 113.00 
 11.30 , 85.00 
 11.30 , 70.00 
 11.30 , 75.00 
 11.30 , 97.00 
 11.30 , 101.00 
 11.30 , 87.00 
 11.30 , 117.00 
 11.30 , 100.00 
 11.30 , 94.00 
 11.30 , 85.00 
 11.30 , 70.00 
 11.30 , 107.00 
 11.30 , 110.00 
 11.30 , 90.00 
 11.30 , 70.00 
 11.30 , 80.00 
 11.30 , 80.00 
 11.30 , 70.00 
 11.30 , 80.00 
 11.30 , 90.00 
 11.30 , 94.00 
 11.30 , 60.00 
 11.30 , 100.00 
 11.30 , 100.00 
 11.30 , 100.00 
 11.30 , 100.00 
 11.30 , 120.00 
 11.30 , 60.00 
 11.30 , 90.00 
 11.30 , 100.00 
 11.30 , 80.00 
 11.30 , 90.00 
 11.30 , 70.00 
 11.30 , 60.00 
 11.30 , 80.00 
 11.30 , 80.00 
 11.30 , 70.00 
 11.30 , 100.00 
 11.30 , 80.00 
 11.30 , 80.00 
 11.30 , 70.00 
 11.30 , 70.00 
 11.30 , 80.00 
 11.30 , 70.00 
 11.30 , 80.00 
 11.30 , 112.00 
 11.30 , 108.00 
 11.30 , 115.00 
 11.30 , 118.00 
 11.30 , 115.00 
 11.30 , 108.00 
 11.30 , 105.00 
 11.30 , 81.00 
 11.30 , 86.00 
 11.30 , 78.00 
 11.30 , 112.00 
 11.30 , 78.00 
 11.30 , 91.00 
 11.30 , 84.00 
 11.30 , 100.00 
 11.30 , 86.00 
 11.30 , 88.00 
 11.30 , 86.00 
 11.30 , 88.00 
 11.30 , 95.00 
 11.30 , 89.00 
 11.30 , 111.00 
 11.30 , 124.00 
 11.30 , 82.00 
 11.30 , 99.00 
 11.30 , 96.00 
 11.30 , 86.00 
 11.30 , 125.00 
 11.30 , 110.00 
 11.30 , 87.00 
 11.30 , 92.00 
 11.30 , 81.00 
 11.30 , 91.00 
 11.30 , 90.00 
 11.30 , 87.00 
 11.30 , 81.00 
 11.30 , 83.00 
 11.30 , 72.00 
 11.30 , 83.00 
 11.30 , 89.00 
 11.30 , 84.00 
 11.30 , 70.00 
 11.30 , 90.00 
 11.30 , 80.00 
 11.30 , 90.00 
 11.30 , 100.00 
 11.30 , 78.00 
 11.30 , 93.00 
 11.30 , 70.00 
 11.30 , 85.00 
 11.30 , 88.00 
 11.30 , 84.00 
 11.30 , 80.00 
 11.30 , 64.00 
 11.30 , 74.00 
 11.30 , 80.00 
 11.30 , 91.00 
 11.40 , 78.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 70.00 
 11.40 , 81.00 
 11.40 , 63.00 
 11.40 , 96.00 
 11.40 , 100.00 
 11.40 , 121.00 
 11.40 , 87.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 104.00 
 11.40 , 77.00 
 11.40 , 80.00 
 11.40 , 88.00 
 11.40 , 81.00 
 11.40 , 91.00 
 11.40 , 83.00 
 11.40 , 97.00 
 11.40 , 106.00 
 11.40 , 75.00 
 11.40 , 96.00 
 11.40 , 87.00 
 11.40 , 87.00 
 11.40 , 87.00 
 11.40 , 87.00 
 11.40 , 86.00 
 11.40 , 87.00 
 11.40 , 87.00 
 11.40 , 87.00 
 11.40 , 90.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 92.00 
 11.40 , 100.00 
 11.40 , 70.00 
 11.40 , 97.00 
 11.40 , 92.00 
 11.40 , 93.00 
 11.40 , 94.00 
 11.40 , 80.00 
 11.40 , 89.00 
 11.40 , 88.00 
 11.40 , 91.00 
 11.40 , 82.00 
 11.40 , 103.00 
 11.40 , 90.00 
 11.40 , 93.00 
 11.40 , 88.00 
 11.40 , 90.00 
 11.40 , 130.00 
 11.40 , 40.00 
 11.40 , 116.00 
 11.40 , 88.00 
 11.40 , 90.00 
 11.40 , 108.00 
 11.40 , 82.00 
 11.40 , 100.00 
 11.40 , 88.00 
 11.40 , 85.00 
 11.40 , 78.00 
 11.40 , 73.00 
 11.40 , 83.00 
 11.40 , 87.00 
 11.40 , 87.00 
 11.40 , 89.00 
 11.40 , 87.00 
 11.40 , 85.00 
 11.40 , 85.00 
 11.40 , 60.00 
 11.40 , 60.00 
 11.40 , 50.00 
 11.40 , 40.00 
 11.40 , 80.00 
 11.40 , 50.00 
 11.40 , 90.00 
 11.40 , 100.00 
 11.40 , 88.00 
 11.40 , 73.00 
 11.40 , 131.00 
 11.40 , 132.00 
 11.40 , 85.00 
 11.40 , 88.00 
 11.40 , 104.00 
 11.40 , 92.00 
 11.40 , 92.00 
 11.40 , 96.00 
 11.40 , 93.00 
 11.40 , 90.00 
 11.40 , 90.00 
 11.40 , 107.00 
 11.40 , 98.60 
 11.40 , 91.20 
 11.40 , 90.30 
 11.40 , 105.10 
 11.40 , 85.00 
 11.40 , 79.00 
 11.40 , 60.00 
 11.40 , 60.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 85.00 
 11.40 , 99.00 
 11.40 , 80.00 
 11.40 , 40.00 
 11.40 , 50.00 
 11.40 , 78.00 
 11.40 , 50.00 
 11.40 , 60.00 
 11.40 , 77.00 
 11.40 , 106.00 
 11.40 , 99.00 
 11.40 , 90.00 
 11.40 , 86.00 
 11.40 , 86.90 
 11.40 , 109.00 
 11.40 , 100.00 
 11.40 , 84.00 
 11.40 , 85.00 
 11.40 , 82.00 
 11.40 , 80.00 
 11.40 , 40.00 
 11.40 , 80.00 
 11.40 , 70.00 
 11.40 , 70.00 
 11.40 , 115.00 
 11.40 , 55.00 
 11.40 , 60.00 
 11.40 , 50.00 
 11.40 , 70.00 
 11.40 , 75.00 
 11.40 , 89.00 
 11.40 , 96.00 
 11.40 , 82.00 
 11.40 , 74.00 
 11.40 , 88.00 
 11.40 , 80.00 
 11.40 , 110.00 
 11.40 , 92.00 
 11.40 , 86.00 
 11.40 , 251.00 
 11.40 , 95.00 
 11.40 , 104.00 
 11.40 , 85.10 
 11.40 , 97.30 
 11.40 , 67.00 
 11.40 , 126.00 
 11.40 , 92.00 
 11.40 , 108.00 
 11.40 , 84.00 
 11.40 , 92.00 
 11.40 , 149.00 
 11.40 , 93.00 
 11.40 , 90.00 
 11.40 , 77.00 
 11.40 , 105.00 
 11.40 , 82.00 
 11.40 , 82.00 
 11.40 , 82.00 
 11.40 , 74.00 
 11.40 , 81.00 
 11.40 , 78.00 
 11.40 , 70.00 
 11.40 , 90.00 
 11.40 , 100.00 
 11.40 , 90.00 
 11.40 , 100.00 
 11.40 , 105.00 
 11.40 , 110.00 
 11.40 , 105.00 
 11.40 , 100.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 70.00 
 11.40 , 90.00 
 11.40 , 96.00 
 11.40 , 71.00 
 11.40 , 88.00 
 11.40 , 90.00 
 11.40 , 85.00 
 11.40 , 120.00 
 11.40 , 120.00 
 11.40 , 100.00 
 11.40 , 90.00 
 11.40 , 98.00 
 11.40 , 97.00 
 11.40 , 100.00 
 11.40 , 105.00 
 11.40 , 96.00 
 11.40 , 85.00 
 11.40 , 87.00 
 11.40 , 95.00 
 11.40 , 94.00 
 11.40 , 107.00 
 11.40 , 108.00 
 11.40 , 100.00 
 11.40 , 95.00 
 11.40 , 92.00 
 11.40 , 85.00 
 11.40 , 95.00 
 11.40 , 96.00 
 11.40 , 88.00 
 11.40 , 111.00 
 11.40 , 94.00 
 11.40 , 89.00 
 11.40 , 106.00 
 11.40 , 88.00 
 11.40 , 80.00 
 11.40 , 77.00 
 11.40 , 89.00 
 11.40 , 93.00 
 11.40 , 94.00 
 11.40 , 73.00 
 11.40 , 87.00 
 11.40 , 77.00 
 11.40 , 112.00 
 11.40 , 109.00 
 11.40 , 100.00 
 11.40 , 70.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 110.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 95.00 
 11.40 , 105.00 
 11.40 , 93.00 
 11.40 , 80.00 
 11.40 , 100.00 
 11.40 , 97.00 
 11.40 , 83.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 110.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 80.00 
 11.40 , 100.00 
 11.40 , 80.00 
 11.40 , 70.00 
 11.40 , 60.00 
 11.40 , 70.00 
 11.40 , 60.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 90.00 
 11.40 , 60.00 
 11.40 , 80.00 
 11.40 , 82.00 
 11.40 , 103.00 
 11.40 , 102.00 
 11.40 , 94.00 
 11.40 , 100.00 
 11.40 , 88.00 
 11.40 , 83.00 
 11.40 , 81.00 
 11.40 , 88.00 
 11.40 , 91.00 
 11.40 , 97.00 
 11.40 , 94.00 
 11.40 , 90.00 
 11.40 , 89.00 
 11.40 , 89.00 
 11.40 , 86.00 
 11.40 , 90.00 
 11.40 , 90.00 
 11.40 , 100.00 
 11.40 , 112.00 
 11.40 , 112.00 
 11.40 , 108.00 
 11.40 , 115.00 
 11.40 , 105.00 
 11.40 , 80.00 
 11.40 , 75.00 
 11.40 , 72.00 
 11.40 , 81.00 
 11.40 , 90.00 
 11.40 , 83.00 
 11.40 , 99.00 
 11.40 , 100.00 
 11.40 , 90.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 90.00 
 11.40 , 90.00 
 11.40 , 78.00 
 11.40 , 85.00 
 11.40 , 78.00 
 11.40 , 90.00 
 11.40 , 91.00 
 11.40 , 81.00 
 11.40 , 91.00 
 11.40 , 83.00 
 11.40 , 114.00 
 11.40 , 107.00 
 11.40 , 109.00 
 11.40 , 107.00 
 11.40 , 116.00 
 11.40 , 80.00 
 11.40 , 70.00 
 11.40 , 112.00 
 11.40 , 70.00 
 11.40 , 90.00 
 11.40 , 100.00 
 11.40 , 90.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 90.00 
 11.40 , 90.00 
 11.40 , 80.00 
 11.40 , 50.00 
 11.40 , 70.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 90.00 
 11.40 , 90.00 
 11.40 , 92.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 100.00 
 11.40 , 90.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 90.00 
 11.40 , 116.00 
 11.40 , 94.00 
 11.40 , 92.00 
 11.40 , 69.00 
 11.40 , 74.00 
 11.40 , 96.00 
 11.40 , 100.00 
 11.40 , 104.00 
 11.40 , 104.00 
 11.40 , 113.00 
 11.40 , 94.00 
 11.40 , 92.00 
 11.40 , 92.00 
 11.40 , 97.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 97.00 
 11.40 , 90.00 
 11.40 , 115.00 
 11.40 , 113.00 
 11.40 , 100.00 
 11.40 , 90.00 
 11.40 , 89.00 
 11.40 , 86.00 
 11.40 , 80.00 
 11.40 , 88.00 
 11.40 , 99.00 
 11.40 , 89.00 
 11.40 , 84.00 
 11.40 , 88.00 
 11.40 , 90.00 
 11.40 , 74.00 
 11.40 , 70.00 
 11.40 , 70.00 
 11.40 , 80.00 
 11.40 , 80.00 
 11.40 , 70.00 
 11.40 , 70.00 
 11.40 , 77.00 
 11.40 , 82.00 
 11.40 , 90.00 
 11.40 , 87.00 
 11.40 , 100.00 
 11.40 , 97.00 
 11.40 , 82.00 
 11.40 , 100.00 
 11.40 , 110.00 
 11.40 , 86.00 
 11.40 , 65.00 
 11.40 , 100.00 
 11.40 , 100.00 
 11.40 , 104.00 
 11.50 , 91.00 
 11.50 , 84.00 
 11.50 , 91.00 
 11.50 , 88.00 
 11.50 , 89.00 
 11.50 , 110.00 
 11.50 , 108.00 
 11.50 , 80.00 
 11.50 , 108.00 
 11.50 , 79.00 
 11.50 , 52.00 
 11.50 , 87.00 
 11.50 , 85.00 
 11.50 , 81.00 
 11.50 , 87.00 
 11.50 , 127.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 78.00 
 11.50 , 81.00 
 11.50 , 79.00 
 11.50 , 125.00 
 11.50 , 76.00 
 11.50 , 102.00 
 11.50 , 105.00 
 11.50 , 108.00 
 11.50 , 92.00 
 11.50 , 89.00 
 11.50 , 96.00 
 11.50 , 82.00 
 11.50 , 67.00 
 11.50 , 93.00 
 11.50 , 82.00 
 11.50 , 89.00 
 11.50 , 95.00 
 11.50 , 93.00 
 11.50 , 99.00 
 11.50 , 113.00 
 11.50 , 101.00 
 11.50 , 77.00 
 11.50 , 65.00 
 11.50 , 77.00 
 11.50 , 77.00 
 11.50 , 69.00 
 11.50 , 77.00 
 11.50 , 69.00 
 11.50 , 82.00 
 11.50 , 90.00 
 11.50 , 81.00 
 11.50 , 80.00 
 11.50 , 73.00 
 11.50 , 114.00 
 11.50 , 100.00 
 11.50 , 73.00 
 11.50 , 114.00 
 11.50 , 88.00 
 11.50 , 112.00 
 11.50 , 80.00 
 11.50 , 85.00 
 11.50 , 90.00 
 11.50 , 77.00 
 11.50 , 97.00 
 11.50 , 95.00 
 11.50 , 90.00 
 11.50 , 83.00 
 11.50 , 100.00 
 11.50 , 82.00 
 11.50 , 70.00 
 11.50 , 100.00 
 11.50 , 93.00 
 11.50 , 69.00 
 11.50 , 103.00 
 11.50 , 82.00 
 11.50 , 96.00 
 11.50 , 84.00 
 11.50 , 88.00 
 11.50 , 83.00 
 11.50 , 130.00 
 11.50 , 109.00 
 11.50 , 50.00 
 11.50 , 50.00 
 11.50 , 50.00 
 11.50 , 106.00 
 11.50 , 81.00 
 11.50 , 125.00 
 11.50 , 101.00 
 11.50 , 95.00 
 11.50 , 91.00 
 11.50 , 85.00 
 11.50 , 88.00 
 11.50 , 78.00 
 11.50 , 96.00 
 11.50 , 87.00 
 11.50 , 107.00 
 11.50 , 86.00 
 11.50 , 106.00 
 11.50 , 90.00 
 11.50 , 125.00 
 11.50 , 108.00 
 11.50 , 68.00 
 11.50 , 87.00 
 11.50 , 50.00 
 11.50 , 90.00 
 11.50 , 96.00 
 11.50 , 96.00 
 11.50 , 105.00 
 11.50 , 95.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 80.00 
 11.50 , 57.00 
 11.50 , 94.00 
 11.50 , 91.00 
 11.50 , 90.00 
 11.50 , 100.00 
 11.50 , 109.00 
 11.50 , 109.00 
 11.50 , 87.00 
 11.50 , 86.00 
 11.50 , 99.00 
 11.50 , 89.00 
 11.50 , 89.00 
 11.50 , 97.00 
 11.50 , 86.00 
 11.50 , 101.00 
 11.50 , 98.00 
 11.50 , 82.00 
 11.50 , 99.00 
 11.50 , 82.00 
 11.50 , 134.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 76.00 
 11.50 , 85.00 
 11.50 , 78.00 
 11.50 , 50.00 
 11.50 , 89.00 
 11.50 , 106.00 
 11.50 , 100.00 
 11.50 , 94.00 
 11.50 , 105.00 
 11.50 , 90.00 
 11.50 , 88.00 
 11.50 , 100.00 
 11.50 , 92.00 
 11.50 , 72.00 
 11.50 , 118.00 
 11.50 , 80.00 
 11.50 , 80.00 
 11.50 , 100.00 
 11.50 , 86.00 
 11.50 , 115.00 
 11.50 , 88.00 
 11.50 , 89.00 
 11.50 , 57.00 
 11.50 , 100.00 
 11.50 , 99.00 
 11.50 , 108.00 
 11.50 , 88.60 
 11.50 , 82.00 
 11.50 , 77.00 
 11.50 , 68.00 
 11.50 , 81.00 
 11.50 , 94.00 
 11.50 , 94.00 
 11.50 , 80.00 
 11.50 , 84.00 
 11.50 , 75.00 
 11.50 , 95.00 
 11.50 , 94.00 
 11.50 , 95.00 
 11.50 , 90.00 
 11.50 , 75.00 
 11.50 , 70.00 
 11.50 , 74.00 
 11.50 , 95.00 
 11.50 , 80.00 
 11.50 , 97.00 
 11.50 , 90.00 
 11.50 , 87.00 
 11.50 , 95.00 
 11.50 , 91.00 
 11.50 , 88.00 
 11.50 , 94.00 
 11.50 , 92.00 
 11.50 , 94.00 
 11.50 , 95.00 
 11.50 , 95.00 
 11.50 , 98.00 
 11.50 , 110.00 
 11.50 , 80.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 120.00 
 11.50 , 100.00 
 11.50 , 102.00 
 11.50 , 107.00 
 11.50 , 108.00 
 11.50 , 110.00 
 11.50 , 108.00 
 11.50 , 80.00 
 11.50 , 70.00 
 11.50 , 90.00 
 11.50 , 80.00 
 11.50 , 80.00 
 11.50 , 91.00 
 11.50 , 110.00 
 11.50 , 82.00 
 11.50 , 110.00 
 11.50 , 110.00 
 11.50 , 100.00 
 11.50 , 85.00 
 11.50 , 100.00 
 11.50 , 90.00 
 11.50 , 87.00 
 11.50 , 90.00 
 11.50 , 97.00 
 11.50 , 119.00 
 11.50 , 95.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 110.00 
 11.50 , 95.00 
 11.50 , 100.00 
 11.50 , 113.00 
 11.50 , 77.00 
 11.50 , 99.00 
 11.50 , 84.00 
 11.50 , 90.00 
 11.50 , 87.00 
 11.50 , 85.00 
 11.50 , 85.00 
 11.50 , 90.00 
 11.50 , 92.00 
 11.50 , 81.00 
 11.50 , 98.00 
 11.50 , 88.00 
 11.50 , 112.00 
 11.50 , 80.00 
 11.50 , 87.00 
 11.50 , 80.00 
 11.50 , 110.00 
 11.50 , 90.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 80.00 
 11.50 , 100.00 
 11.50 , 95.00 
 11.50 , 100.00 
 11.50 , 110.00 
 11.50 , 80.00 
 11.50 , 110.00 
 11.50 , 123.00 
 11.50 , 105.00 
 11.50 , 105.00 
 11.50 , 120.00 
 11.50 , 100.00 
 11.50 , 126.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 110.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 120.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 100.00 
 11.50 , 90.00 
 11.50 , 70.00 
 11.50 , 90.00 
 11.50 , 80.00 
 11.50 , 90.00 
 11.50 , 90.00 
 11.50 , 80.00 
 11.50 , 70.00 
 11.50 , 80.00 
 11.50 , 80.00 
 11.50 , 70.00 
 11.50 , 83.00 
 11.50 , 105.00 
 11.50 , 114.00 
 11.50 , 100.00 
 11.50 , 105.00 
 11.50 , 104.00 
 11.50 , 88.00 
 11.50 , 90.00 
 11.50 , 125.00 
 11.50 , 93.00 
 11.50 , 110.00 
 11.50 , 76.00 
 11.50 , 102.00 
 11.50 , 88.00 
 11.50 , 91.00 
 11.50 , 90.00 
 11.50 , 85.00 
 11.50 , 95.00 
 11.50 , 88.00 
 11.50 , 95.00 
 11.50 , 90.00 
 11.50 , 95.00 
 11.50 , 100.00 
 11.50 , 110.00 
 11.50 , 125.00 
 11.50 , 100.00 
 11.50 , 104.00 
 11.50 , 115.00 
 11.50 , 80.00 
 11.50 , 69.00 
 11.50 , 95.00 
 11.50 , 90.00 
 11.50 , 92.00 
 11.50 , 84.00 
 11.50 , 99.00 
 11.50 , 87.00 
 11.50 , 93.00 
 11.50 , 83.00 
 11.50 , 73.00 
 11.50 , 91.00 
 11.50 , 82.00 
 11.50 , 89.00 
 11.50 , 95.00 
 11.50 , 93.00 
 11.50 , 88.00 
 11.50 , 89.00 
 11.50 , 87.00 
 11.50 , 90.00 
 11.50 , 100.00 
 11.50 , 90.00 
 11.50 , 100.00 
 11.50 , 90.00 
 11.50 , 90.00 
 11.50 , 160.00 
 11.50 , 90.00 
 11.50 , 80.00 
 11.50 , 60.00 
 11.50 , 70.00 
 11.50 , 90.00 
 11.50 , 90.00 
 11.50 , 85.00 
 11.50 , 90.00 
 11.50 , 95.00 
 11.50 , 113.00 
 11.50 , 109.00 
 11.50 , 110.00 
 11.50 , 111.00 
 11.50 , 115.00 
 11.50 , 122.00 
 11.50 , 80.00 
 11.50 , 80.00 
 11.50 , 80.00 
 11.50 , 70.00 
 11.50 , 80.00 
 11.50 , 80.00 
 11.50 , 60.00 
 11.50 , 70.00 
 11.50 , 70.00 
 11.50 , 100.00 
 11.50 , 84.00 
 11.50 , 84.00 
 11.50 , 100.00 
 11.50 , 99.00 
 11.50 , 81.00 
 11.50 , 112.00 
 11.50 , 90.00 
 11.50 , 90.00 
 11.50 , 100.00 
 11.50 , 90.00 
 11.50 , 90.00 
 11.50 , 90.00 
 11.50 , 100.00 
 11.50 , 90.00 
 11.50 , 90.00 
 11.50 , 90.00 
 11.50 , 100.00 
 11.50 , 73.00 
 11.50 , 114.00 
 11.50 , 50.00 
 11.50 , 70.00 
 11.50 , 80.00 
 11.50 , 80.00 
 11.50 , 70.00 
 11.50 , 110.00 
 11.50 , 70.00 
 11.50 , 70.00 
 11.50 , 80.00 
 11.50 , 100.00 
 11.50 , 115.00 
 11.50 , 108.00 
 11.50 , 109.00 
 11.50 , 95.00 
 11.50 , 90.00 
 11.50 , 97.00 
 11.50 , 108.00 
 11.50 , 126.00 
 11.50 , 99.00 
 11.50 , 113.00 
 11.50 , 101.00 
 11.50 , 117.00 
 11.50 , 127.00 
 11.50 , 108.00 
 11.50 , 108.00 
 11.50 , 107.00 
 11.50 , 115.00 
 11.50 , 117.00 
 11.50 , 100.00 
 11.50 , 122.00 
 11.50 , 97.00 
 11.50 , 106.00 
 11.50 , 112.00 
 11.50 , 128.00 
 11.50 , 108.00 
 11.50 , 114.00 
 11.50 , 122.00 
 11.50 , 100.00 
 11.50 , 125.00 
 11.50 , 123.00 
 11.50 , 118.00 
 11.50 , 128.00 
 11.50 , 108.00 
 11.50 , 98.00 
 11.50 , 118.00 
 11.50 , 90.00 
 11.50 , 100.00 
 11.50 , 90.00 
 11.50 , 105.00 
 11.50 , 108.00 
 11.50 , 97.00 
 11.50 , 114.00 
 11.50 , 103.00 
 11.50 , 93.00 
 11.50 , 95.00 
 11.50 , 100.00 
 11.50 , 125.00 
 11.50 , 119.00 
 11.50 , 82.00 
 11.50 , 89.00 
 11.50 , 80.00 
 11.50 , 99.00 
 11.50 , 84.00 
 11.50 , 100.00 
 11.50 , 86.00 
 11.50 , 60.00 
 11.50 , 70.00 
 11.50 , 80.00 
 11.50 , 80.00 
 11.50 , 60.00 
 11.50 , 80.00 
 11.50 , 70.00 
 11.50 , 70.00 
 11.50 , 100.00 
 11.50 , 93.00 
 11.50 , 95.00 
 11.50 , 95.00 
 11.50 , 95.00 
 11.50 , 95.00 
 11.50 , 90.00 
 11.50 , 93.00 
 11.50 , 85.00 
 11.50 , 61.00 
 11.50 , 100.00 
 11.50 , 75.00 
 11.50 , 84.00 
 11.50 , 79.00 
 11.50 , 121.00 
 11.50 , 113.00 
 11.50 , 95.00 
 11.50 , 112.00 
 11.60 , 74.00 
 11.60 , 89.00 
 11.60 , 81.00 
 11.60 , 105.00 
 11.60 , 77.00 
 11.60 , 95.00 
 11.60 , 83.00 
 11.60 , 76.00 
 11.60 , 82.00 
 11.60 , 96.00 
 11.60 , 76.00 
 11.60 , 90.00 
 11.60 , 130.00 
 11.60 , 112.00 
 11.60 , 106.00 
 11.60 , 123.00 
 11.60 , 89.00 
 11.60 , 100.00 
 11.60 , 113.00 
 11.60 , 84.00 
 11.60 , 88.00 
 11.60 , 113.00 
 11.60 , 89.00 
 11.60 , 96.00 
 11.60 , 92.00 
 11.60 , 103.00 
 11.60 , 88.00 
 11.60 , 91.00 
 11.60 , 86.00 
 11.60 , 83.00 
 11.60 , 93.00 
 11.60 , 114.00 
 11.60 , 78.00 
 11.60 , 96.00 
 11.60 , 86.00 
 11.60 , 86.00 
 11.60 , 86.00 
 11.60 , 85.00 
 11.60 , 100.00 
 11.60 , 102.00 
 11.60 , 80.00 
 11.60 , 120.00 
 11.60 , 100.00 
 11.60 , 108.00 
 11.60 , 100.00 
